case_id,trace_id,dataset_name,question,reference_answer,model_answer,source_file,source_url,sources_found,latency_ms,agent_outcome,legal_accuracy,completeness,citation_quality,risk_level,final_verdict,reviewer_comment,reviewer_id,reviewed_at
913,batch_913,rostrud_faq,Что является переводом на другую работу? В каких случаях работодатель вправе по своей инициативе перевести сотрудника без его согласия на другую работу?,"Перевод на другую работу у того же работодателя - это:
- постоянное или временное изменение трудовой функции работника (то есть определенной в трудовом договоре должности в соответствии со штатным расписанием, профессии, специальности, квалификации, конкретного вида работы),
и(или)
- постоянное или временное изменение структурного подразделения, в котором работает работник, если структурное подразделение было указано в трудовом договоре. Если в договоре структурное подразделение не указано и если это другое структурное подразделение находится в той же местности, что и подразделение, в котором работает работник, то изменение подразделения не является переводом,
и(или)
- перевод на работу в другую местность вместе с работодателем.
Перевод на другую работу допускается только с письменного согласия работника, за исключением следующих случаев:
- в случае катастрофы природного или техногенного характера, производственной аварии, несчастного случая на производстве, пожара, наводнения, голода, землетрясения, эпидемии или эпизоотии и в любых исключительных случаях, ставящих под угрозу жизнь или нормальные жизненные условия всего населения или его части, для предотвращения указанных случаев или устранения их последствий;
- в случаях простоя (временной приостановки работы по причинам экономического, технологического, технического или организационного характера), необходимости предотвращения уничтожения или порчи имущества либо замещения временно отсутствующего работника, если простой или необходимость предотвращения уничтожения или порчи имущества либо замещения временно отсутствующего работника вызваны чрезвычайными обстоятельствами (катастрофа, производственная авария, несчастный случай на производстве, пожар, наводнение, голод, землетрясение, эпидемия, эпизоотия). При этом перевод на работу, требующую более низкой квалификации, допускается только с письменного согласия работника.
В вышеуказанных случаях работник может быть переведен без его согласия на другую работу на срок до одного месяца с оплатой труда по выполняемой работе, но не ниже среднего заработка по прежней работе.
Если вышеописанный порядок перевода сотрудников на другую работу по инициативе работодателя Вашим работодателем не соблюдается, и Вы считаете, что Ваши права нарушены, Вы можете обратиться за защитой своих прав в территориальный орган Роструда – государственную инспекцию труда (в том числе через данный ресурс), а также в суд.
Правовое обоснование
Статья 72.1. Трудового кодекса РФ (ТК РФ) определяет, что перевод на другую работу - постоянное или временное изменение трудовой функции работника и (или) структурного подразделения, в котором работает работник (если структурное подразделение было указано в трудовом договоре), при продолжении работы у того же работодателя, а также перевод на работу в другую местность вместе с работодателем. Перевод на другую работу допускается только с письменного согласия работника, за исключением случаев, предусмотренных
частями второй
и
третьей
статьи 72.2.
Не требует согласия работника перемещение его у того же работодателя на другое рабочее место, в другое структурное подразделение, расположенное в той же местности, поручение ему работы на другом механизме или агрегате, если это не влечет за собой изменения определенных сторонами условий трудового договора.
Запрещается переводить и перемещать работника на работу, противопоказанную ему по состоянию здоровья.
Согласно частям 2 и 4 статьи 57 ТК РФ:
- обязательным для включения в трудовой договор является условие о трудовой функции, под которой понимается работа по должности в соответствии со штатным расписанием, профессии, специальности с указанием квалификации; конкретный вид поручаемой работнику работы,
- в трудовом договоре могут предусматриваться дополнительные условия, не ухудшающие положение работника по сравнению с установленным трудовым законодательством и иными нормативными правовыми актами, содержащими нормы трудового права, коллективным договором, соглашениями, локальными нормативными актами, в частности об уточнении места работы (с указанием структурного подразделения и его местонахождения) и (или) о рабочем месте.
В соответствие со статьей 72.2. ТК РФ по соглашению сторон, заключаемому в письменной форме, работник может быть временно переведен на другую работу у того же работодателя на срок до одного года, а в случае, когда такой перевод осуществляется для замещения временно отсутствующего работника, за которым в соответствии с законом сохраняется место работы, - до выхода этого работника на работу. Если по окончании срока перевода прежняя работа работнику не предоставлена, а он не потребовал ее предоставления и продолжает работать, то условие соглашения о временном характере перевода утрачивает силу и перевод считается постоянным.
В случае катастрофы природного или техногенного характера, производственной аварии, несчастного случая на производстве, пожара, наводнения, голода, землетрясения, эпидемии или эпизоотии и в любых исключительных случаях, ставящих под угрозу жизнь или нормальные жизненные условия всего населения или его части, работник может быть переведен без его согласия на срок до одного месяца на не обусловленную трудовым договором работу у того же работодателя для предотвращения указанных случаев или устранения их последствий.
Перевод работника без его согласия на срок до одного месяца на не обусловленную трудовым договором работу у того же работодателя допускается также в случаях простоя (временной приостановки работы по причинам экономического, технологического, технического или организационного характера), необходимости предотвращения уничтожения или порчи имущества либо замещения временно отсутствующего работника, если простой или необходимость предотвращения уничтожения или порчи имущества либо замещения временно отсутствующего работника вызваны чрезвычайными обстоятельствами, указанными в
части второй
статьи 72.2. При этом перевод на работу, требующую более низкой квалификации, допускается только с письменного согласия работника.
При переводах, осуществляемых в случаях, предусмотренных
частями второй
и
третьей
статьи 72.2., оплата труда работника производится по выполняемой работе, но не ниже среднего заработка по прежней работе.","По переданным фрагментам базы знаний нельзя сформировать уверенный ответ на Ваш вопрос без риска неточностей.

Попробуйте уточнить вопрос (роли, сроки, основание) или нажмите «Уточнить вопрос».",faq_000913.md,https://онлайнинспекция.рф/questions/viewFaq/913,False,93551.80658400059,refused_verifier,1,1,1,3,fail,"Краткий отказ не спасает по сути вопроса ответа нет, хотя формулировка короткая.",2,24.04.2026
919,batch_919,rostrud_faq,Вправе ли работодатель отказать беременной женщине в установлении ей режима неполного рабочего времени? Каким категориям работников работодатель обязан устанавливать по их просьбе режим неполного рабочего времени?,"Работодатель обязан перевести беременную женщину по ее заявлению на работу в режиме неполного рабочего времени.
Помимо беременных женщин, работодатель также обязан переводить на работу в режиме неполного рабочего времени по письменной просьбе:
- одного из родителей (опекуна, попечителя), имеющего ребенка в возрасте до четырнадцати лет или ребенка-инвалида в возрасте до восемнадцати лет,
- лица, осуществляющего уход за больным членом семьи, но только при предоставлении этим лицом соответствующего медицинского заключения.
Если работодатель нарушает Ваше право на изменение режима работы, Вы можете обратиться за защитой своих прав в территориальный орган Роструда – государственную инспекцию труда (в том числе через данный ресурс), а также в суд.
Правовое обоснование
Согласно ст. 93 ТК РФ по соглашению сторон трудового договора работнику как при приеме на работу, так и впоследствии может устанавливаться неполное рабочее время (неполный рабочий день (смена) и (или) неполная рабочая неделя, в том числе с разделением рабочего дня на части). Неполное рабочее время может устанавливаться как без ограничения срока, так и на любой согласованный сторонами трудового договора срок.
Работодатель обязан устанавливать неполное рабочее время по просьбе беременной женщины, одного из родителей (опекуна, попечителя), имеющего ребенка в возрасте до четырнадцати лет (ребенка-инвалида в возрасте до восемнадцати лет), а также лица, осуществляющего уход за больным членом семьи в соответствии с медицинским заключением, выданным в порядке, установленном федеральными законами и иными нормативными правовыми актами Российской Федерации.При этом неполное рабочее время устанавливается на удобный для работника срок, но не более чем на период наличия обстоятельств, явившихся основанием для обязательного установления неполного рабочего времени, а режим рабочего времени и времени отдыха, включая продолжительность ежедневной работы (смены), время начала и окончания работы, время перерывов в работе, устанавливается в соответствии с пожеланиями работника с учетом условий производства (работы) у данного работодателя.
При работе на условиях неполного рабочего времени оплата труда работника производится пропорционально отработанному им времени или в зависимости от выполненного им объема работ.
Работа на условиях неполного рабочего времени не влечет для работников каких-либо ограничений продолжительности ежегодного основного оплачиваемого отпуска, исчисления трудового стажа и других трудовых прав.","Работодатель не вправе отказать беременной женщине в установлении режима неполного рабочего времени — это её законное право, а не вопрос согласования. Обязанность установить такой режим распространяется и на других категорий работников: родителей детей до 14 лет (или детей-инвалидов до 18 лет), а также лиц, осуществляющих уход за больным членом семьи при наличии медицинского заключения.

Согласно ч. 2 ст. 93 ТК РФ, работодатель обязан перевести беременную женщину на неполное рабочее время по её письменному заявлению — никакого согласия работодателя не требуется, и отказ будет являться нарушением закона. То же самое касается одного из родителей (опекуна, попечителя), имеющего ребёнка до 14 лет или ребёнка-инвалида до 18 лет, а также лица, ухаживающего за больным членом семьи — но только при предоставлении официального медицинского заключения, подтверждающего необходимость ухода. При этом срок установления неполного дня или недели определяется самим работником и не может превышать период, в течение которого сохраняются обстоятельства, послужившие основанием для такого режима (например, беременность или уход за ребёнком).

Важно: режим неполного рабочего времени — это не сокращение прав, а их отправная точка для адаптации. При таком режиме не ограничиваются права на ежегодный отпуск, исчисление трудового стажа и другие гарантии (ч. 4 ст. 93 ТК РФ). Оплата производится пропорционально отработанному времени или по выполненному объёму работ.

Также стоит помнить, что беременная женщина находится под особой защитой: её невозможно уволить по инициативе работодателя (за исключением ликвидации организации, ст. 261 ТК РФ), и даже при истечении срочного договора работодатель обязан продлить его до окончания беременности — если женщина предоставит медицинскую справку. Это усиливает позицию женщины в вопросе установления неполного рабочего дня: она может запросить его даже на последних неделях беременности, и работодатель должен адаптироваться — как в графике, так и в условиях труда.

Если работодатель отказывает — это повод для обращения в Роструд или в суд.

Источники
1. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/919
2. Статьи 93, 261, 101, 81, 336 ТК РФ",faq_000919.md,https://онлайнинспекция.рф/questions/viewFaq/919,True,22140.625886000635,answered,5,3,5,4,needs_fix,"Правильно по ст. 93 ТК РФ, но избыточно развернуто для двух четких подвопросов.",2,24.04.2026
943,batch_943,rostrud_faq,"Что делать, если работодатель не дает согласия на увольнение работника по собственному желанию или не отдает работнику, написавшему заявление об увольнении по собственному желанию, трудовую книжку или не предоставляет сведения о трудовой деятельности и не выплачивает причитающиеся суммы?","Согласия работодателя на увольнение работника по собственному желанию не требуется.
Работник имеет право расторгнуть трудовой договор, предупредив об этом работодателя в письменной форме в сроки, установленные Трудовым кодексом (
о сроках предупреждения см.в Правовом обосновании
).
При возможности конфликтной ситуации заявление об увольнении может быть вручено работником представителю работодателя под роспись (например, передано в секретариат, отдел кадров, канцелярию и т.д.) или отправлено по почте заказным письмом.
Работодатель должен оформить приказ об увольнении сотрудника по собственному желанию и ознакомить с этим приказом сотрудника под роспись.
По истечении срока предупреждения об увольнении работник имеет право прекратить работу.
В последний день работы работодатель обязан выдать работнику
трудовую книжку
или предоставить сведения о трудовой деятельности у данного работодателя, по письменному заявлению работника - другие документы, связанные с работой, и произвести с ним окончательный расчет (выплатить зарплату и компенсацию за все неиспользованные отпуска).
Если работодатель препятствует Вашему увольнению по собственному желанию, не производит с Вами расчет или совершает другие неправомерные действия, Вы можете обратиться за защитой своих прав в территориальный орган Роструда – государственную инспекцию труда (в том числе через данный ресурс), а также в суд.
Правовое обоснование:
Согласно статье 80 Трудового кодекса РФ (ТК РФ) работник имеет право расторгнуть трудовой договор, предупредив об этом работодателя в письменной форме не позднее чем за две недели, если иной срок не установлен ТК РФ или иным федеральным законом. Течение указанного срока начинается на следующий день после получения работодателем заявления работника об увольнении.
По соглашению между работником и работодателем трудовой договор может быть расторгнут и до истечения срока предупреждения об увольнении.
В случаях, когда заявление работника об увольнении по его инициативе (по собственному желанию) обусловлено невозможностью продолжения им работы (зачисление в образовательную организацию, выход на пенсию и другие случаи), а также в случаях установленного нарушения работодателем трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права, локальных нормативных актов, условий коллективного договора, соглашения или трудового договора работодатель обязан расторгнуть трудовой договор в срок, указанный в заявлении работника.
По истечении срока предупреждения об увольнении работник имеет право прекратить работу. В последний день работы работодатель обязан выдать работнику
трудовую книжку
или предоставить сведения о трудовой деятельности у данного работодателя, другие документы, связанные с работой, по письменному заявлению работника и произвести с ним окончательный расчет.
Если в период испытания работник придет к выводу, что предложенная ему работа не является для него подходящей, то он имеет право расторгнуть трудовой договор по собственному желанию, предупредив об этом работодателя в письменной форме за три дня (часть 4 статьи 71 ТК РФ).
Статья 292 ТК РФ определяет, что работник, заключивший трудовой договор на срок до двух месяцев, обязан в письменной форме предупредить работодателя за три календарных дня о досрочном расторжении трудового договора.
В соответствие со статьей 296 ТК РФ работник, занятый на сезонных работах, обязан в письменной форме предупредить работодателя о досрочном расторжении трудового договора за три календарных дня.
Согласно статье 348.12. ТК РФ спортсмен, тренер имеют право расторгнуть трудовой договор по своей инициативе (по собственному желанию), предупредив об этом работодателя в письменной форме не позднее чем за один месяц, за исключением случаев, когда трудовой договор заключен на срок менее четырех месяцев.
В трудовых договорах с отдельными категориями спортсменов, тренеров могут быть предусмотрены условия об обязанности спортсменов, тренеров предупреждать работодателей о расторжении трудовых договоров по их инициативе (по собственному желанию) в срок, превышающий один месяц, если нормами, утвержденными общероссийскими спортивными федерациями по соответствующим виду или видам спорта, для этих категорий спортсменов, тренеров установлены ограничения перехода (условия перехода) в другие спортивные клубы или иные физкультурно-спортивные организации, предусматривающие сроки предупреждения о переходе, превышающие один месяц. Продолжительность срока предупреждения о расторжении трудового договора по собственному желанию определяется сторонами трудового договора в соответствии с нормами, утвержденными общероссийскими спортивными федерациями по соответствующим виду или видам спорта.
Согласно статье 84.1 ТК РФ прекращение трудового договора оформляется
приказом
(распоряжением) работодателя.
С приказом (распоряжением) работодателя о прекращении трудового договора работник должен быть ознакомлен под роспись. По требованию работника работодатель обязан выдать ему надлежащим образом заверенную копию указанного приказа (распоряжения). В случае, когда приказ (распоряжение) о прекращении трудового договора невозможно довести до сведения работника или работник отказывается ознакомиться с ним под роспись, на приказе (распоряжении) производится соответствующая запись.
Днем прекращения трудового договора во всех случаях является последний день работы работника, за исключением случаев, когда работник фактически не работал, но за ним, в соответствии с ТК РФ или иным федеральным законом, сохранялось место работы (должность).
В день прекращения трудового договора работодатель обязан выдать работнику трудовую книжку или или предоставить сведения о трудовой деятельности (статья 66.1 ТК РФ) у данного работодателя и произвести с ним расчет в соответствии со
статьей 140
ТК РФ. По письменному заявлению работника работодатель также обязан выдать ему заверенные надлежащим образом копии документов, связанных с работой.
Статья 140 ТК РФ определяет, что при прекращении трудового договора выплата всех сумм, причитающихся работнику от работодателя, производится в день увольнения работника. Если работник в день увольнения не работал, то соответствующие суммы должны быть выплачены не позднее следующего дня после предъявления уволенным работником требования о расчете.
В случае спора о размерах сумм, причитающихся работнику при увольнении, работодатель обязан в указанный в настоящей статье срок выплатить не оспариваемую им сумму.
Согласно статье 127 Трудового кодекса РФ при увольнении работнику выплачивается денежная компенсация за все неиспользованные отпуска.","Работник может уволиться по собственному желанию без согласия работодателя — даже если работодатель уклоняется от оформления увольнения, выдачи трудовой книжки или выплаты расчета, это не отменяет его прав. В таких случаях необходимо действовать в рамках закона: доказать факт подачи заявления, соблюсти срок предупреждения и при необходимости обратиться в Роструд или суд.

Согласно ст. 80 ТК РФ, работник имеет право расторгнуть трудовой договор по собственному желанию, предупредив об этом работодателя в письменной форме не позднее чем за две недели — согласия работодателя для этого не требуется. Течение срока начинается со следующего дня после получения заявления, и если работодатель игнорирует его, это не лишает работника права на увольнение. По истечении срока предупреждения работник вправе прекратить работу, а работодатель обязан оформить увольнение, выдать трудовую книжку (или сведения о трудовой деятельности — ст. 66.1 ТК) и произвести расчет в день увольнения (ч. 4 ст. 84.1 ТК). Это не зависит от того, согласен ли работодатель или нет — обязанности возникают автоматически.

При этом выплата всех причитающихся сумм — заработной платы за последний день и компенсации за неиспользованный отпуск — обязательна и регулируется ст. 140 ТК и ч. 1 ст. 127 ТК. Работодатель не вправе удерживать средства, даже если считает увольнение «неудобным» или «неправильным». Если трудовая книжка или расчет не выданы — это грубое нарушение. В случае отказа от получения трудовой книжки работодатель обязан отправить ее заказным письмом с уведомлением, и только со дня направления — освобождается от ответственности (ч. 6 ст. 84.1 ТК).

Если работодатель уклоняется: не подписывает заявление, не издает приказ, не выдает расчет или трудовую книжку — рекомендуется заверить факт подачи заявления (вручение под роспись, почта с описью вложения, электронная почта с уведомлением о прочтении). Действующие сотрудники могут обратиться в Государственную инспекцию труда через портал Онлайнинспекция.рф — в рамках своей компетенции Роструд может вынести предписание о немедленном выполнении обязательств. При отсутствии реакции — подавайте иск в суд: в нем можно потребовать не только выплату всех сумм, но и компенсацию за задержку. Помните: ваше заявление об увольнении — не просьба, а юридическое основание для прекращения трудовых отношений.

Источники
1. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/943
2. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/947
3. Статьи 80, 84.1, 71, 66, 140, 83, 261 ТК РФ",faq_000943.md,https://онлайнинспекция.рф/questions/viewFaq/943,True,41109.26489399935,answered,5,3,5,4,needs_fix,Юридически верно; много повторов и общих рассуждений вместо сжатого алгоритма действий.,2,24.04.2026
949,batch_949,rostrud_faq,"Может ли работник требовать от работодателя оформить увольнение по соглашению сторон, а не по собственному желанию?","Нет, не может. Работник вправе предложить работодателю расторгнуть трудовой договор по соглашению сторон, но если работодатель на это не согласен, по данному основанию договор расторгнуть нельзя.
Работник может написать заявление на увольнение по собственному желанию.
Правовое обоснование
На основании статьи 78 ТК РФ трудовой договор может быть в любое время расторгнут по соглашению сторон трудового договора.
Согласно статье 80 Трудового кодекса РФ (ТК РФ) работник имеет право расторгнуть трудовой договор, предупредив об этом работодателя в письменной форме не позднее чем за две недели, если иной срок не установлен Кодексом или иным федеральным законом.","Нет, работник не может требовать, чтобы работодатель оформил увольнение по соглашению сторон — это возможно только при взаимном согласии. Но он вправе добровольно подать заявление об увольнении по собственному желанию, и работодатель не вправе препятствовать этому.

В соответствии с ч. 1 ст. 78 ТК РФ, трудовой договор расторгается по соглашению сторон — то есть обе стороны должны выразить согласие. Если работодатель не согласен с таким форматом увольнения, он не обязан его принимать, и работник не вправе навязать эту форму. Однако работник особенно не останется без защиты: ст. 80 ТК РФ предоставляет ему исключительное право инициировать увольнение по собственному желанию, ни от кого не зависимо. Работодатель не может требовать, чтобы работник писал заявление именно по соглашению сторон, равно как и не имеет права отказать в увольнении, если работник написал заявление по собственному желанию — такие действия юридически необоснованны и нарушают право работника на свободу труда.

Если работник подал заявление об увольнении по собственному желанию, работодатель обязан его принять, оформить приказ, произвести окончательный расчет в день увольнения (ст. 140 ТК), выдать трудовую книжку и другие документы (ст. 84.1 ТК), даже если по каким-то причинам структура увольнения (например, с выплатой выходного пособия) для него выгоднее при соглашении сторон.

Таким образом, если работодатель отказывается увольнять по соглашению — это его право. Но если работник настаивает на увольнении по собственному желанию — это его право, и работодатель обязан его выполнить.

Источники
1. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/949
2. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/937
3. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/943
4. Статьи 80, 71, 78, 66, 140, 292 ТК РФ",faq_000949.md,https://онлайнинспекция.рф/questions/viewFaq/949,True,48332.2622300002,answered,5,3,5,4,needs_fix,"Вывод верный, объем в несколько раз больше необходимого для ответа «да/нет + альтернатива».",2,24.04.2026
951,batch_951,rostrud_faq,Какова процедура увольнения по соглашению сторон?,"Любая из сторон договора (как работник, так и работодатель) может обратиться к другой стороне с предложением о расторжении договора по соглашению сторон. Такое предложение может быть выражено в виде заявления работника или письма.
При согласии второй стороны на расторжение договора по этому основанию оформление производится в общеустановленном для прекращения трудового договора порядке:
- издается приказ работодателя об увольнении,
- работник знакомится с приказом под роспись,
- в последний день работы работодатель выдает работнику трудовую книжку или предоставляет сведения о трудовой деятельности, иные документы и производит расчет с работником.
Согласием работодателя на расторжение договора по соглашению сторон можно признать соответствующую визу на заявлении работника или факт издания приказа о расторжении договора.
Согласие работника может быть выражено путем написания соответствующего заявления работодателю.
Срок увольнения определяется по соглашению сторон (он указывается в заявлении работника, письме работодателя, приказе об увольнении).
Правовое обоснование
На основании статьи 78 ТК РФ трудовой договор может быть в любое время расторгнут по соглашению сторон трудового договора.
Согласно статье 84.1 ТК РФ прекращение трудового договора оформляется
приказом
(распоряжением) работодателя.
С приказом (распоряжением) работодателя о прекращении трудового договора работник должен быть ознакомлен под роспись. По требованию работника работодатель обязан выдать ему надлежащим образом заверенную копию указанного приказа (распоряжения). В случае, когда приказ (распоряжение) о прекращении трудового договора невозможно довести до сведения работника или работник отказывается ознакомиться с ним под роспись, на приказе (распоряжении) производится соответствующая запись.
Днем прекращения трудового договора во всех случаях является последний день работы работника, за исключением случаев, когда работник фактически не работал, но за ним, в соответствии с ТК РФ или иным федеральным законом, сохранялось место работы (должность).
В день прекращения трудового договора работодатель обязан выдать работнику трудовую книжку или предоставить сведения о трудовой деятельности (статья 66.1 ТК РФ) и произвести с ним расчет в соответствии со
статьей 140
Кодекса. По письменному заявлению работника работодатель также обязан выдать ему заверенные надлежащим образом копии документов, связанных с работой.","Увольнение по соглашению сторон — это добровольный, взаимный процесс, не требующий предупреждения или соблюдения сроков, но обязывающий работодателя оформить его в строгом порядке, как и любое другое увольнение.

Согласно ст. 78 ТК РФ, трудовой договор может быть расторгнут в любое время по взаимному согласию сторон — инициатива может исходить как от работника, так и от работодателя. Для этого достаточно, чтобы одна сторона выразила желание расторгнуть договор (условно — через заявление или письмо), а другая — дала согласие, что можно подтвердить визой на заявлении, подписанием соглашения или изданием приказа об увольнении. Сам факт подписания приказа работодателем и его ознакомления с работником под роспись именно по основанию «по соглашению сторон» (ст. 84.1 ТК РФ) является ключевым юридическим действием, завершающим процедуру. Срок увольнения определяется по взаимной договорённости — он указывается в заявлении, в приказе и должен совпадать с последним днём работы. В этот же день работодатель обязан выдать трудовую книжку и произвести расчет (ст. 84.1 ТК РФ, ст. 140 ТК РФ), а при запросе — предоставить заверенные копии документов. Важно: работнику нельзя «навязать» увольнение по соглашению против его воли — если работодатель не согласен, единственный путь — увольнение по собственному желанию (ст. 80 ТК РФ).

Источники
1. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/951
2. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/949
3. Ответ Роструда: https://онлайнинспекция.рф/questions/viewFaq/973
4. Статьи 374, 78, 66, 81, 79 ТК РФ",faq_000951.md,https://онлайнинспекция.рф/questions/viewFaq/951,True,36823.305765999976,answered,5,4,5,5,pass,"Умеренный объем, по существу процедуры по соглашению сторон.",2,24.04.2026
